shipping_distance_km,order_weight_kg,shipping_mode,warehouse_processing_time_hours,traffic_conditions_index,historical_delays_hours,delivery_time_hours
2501.125705,14.50666055,Sea,32.43895458,4.301455907,10.53411179,28.58761678
220.2231795,22.87723217,Sea,29.97451864,7.852129288,62.82554837,142.5787141
4551.13599,56.03434873,Air,45.05129566,7.695877869,33.78801968,181.0603309
1330.960909,76.52725352,Sea,25.33268332,4.734756788,70.76894948,14.98790824
3329.485308,62.12545494,Air,23.21078576,2.068040388,63.88786554,114.75692
1592.969827,23.59732432,Land,11.03047846,3.52622458,64.08922417,124.736131
2624.336705,0.593832731,Land,36.50292058,5.548201989,9.250303099,144.8649137
2756.215883,75.83648274,Land,7.616461482,8.824706008,34.21651314,83.29604612
965.0295549,98.52812893,Sea,24.08324582,9.714291533,71.53852301,165.5549602
4849.443907,81.08635547,Sea,20.80214332,6.737238415,10.73118458,112.5803286
3886.907476,46.29055851,Sea,31.94014129,4.156178414,41.34480866,87.6979543
4700.519761,90.42484251,Air,44.12820909,7.241081083,24.78815942,146.6587722
4479.395385,41.27984348,Air,45.4899928,4.026071222,27.92578608,186.201351
3009.604895,52.73094138,Air,8.886565557,6.629261081,64.13706029,164.2803123
4613.277463,47.97441186,Land,13.30540926,3.193899145,42.32898498,186.8263078
488.0378852,45.03857533,Air,39.14686004,3.402898311,54.63190004,60.52760479
1020.115169,77.63148154,Sea,25.35914884,1.677030301,48.47287662,32.51746447
273.8750801,52.91350627,Sea,22.29262471,4.78127037,38.08912972,111.5264145
1660.385137,32.01335364,Land,34.39939626,6.563570681,57.00320631,18.44178072
1973.952584,26.18673768,Sea,29.29047277,8.099154494,69.89276923,138.1720561
1393.177707,4.255858038,Sea,46.62356056,8.293136904,69.61100788,55.60028942
4152.25067,58.52791861,Sea,28.44680866,9.932000046,56.84054407,96.3265168
1815.928967,23.38116083,Air,22.90076984,1.789801533,35.08774241,134.5567497
1440.625823,15.23932524,Air,26.51241602,5.438230916,11.74744506,101.7881076
2736.345612,65.5560814,Sea,39.00137138,5.692371179,3.201876646,54.85179151
747.5749136,68.28032115,Sea,29.79572767,8.240800837,16.66403772,177.2703988
4020.875055,75.33941178,Sea,31.4112603,3.39722664,24.49857597,155.261711
419.0256862,50.60590119,Sea,46.65762736,1.624350879,9.349172346,124.2037738
4935.090336,89.45843322,Air,30.06458777,3.823829292,16.18310373,142.7226501
3872.611608,93.66610396,Land,18.87340667,9.855350462,6.015273448,88.91192055
1033.642624,80.83340851,Sea,33.49232327,9.09497078,37.70474199,81.41949832
77.33447976,63.74155146,Air,31.99459166,4.557222649,9.094909764,40.42119939
4086.534071,30.72023488,Sea,1.650838869,8.886447989,53.47934135,162.6823826
3548.943852,98.3030197,Land,22.96447695,1.294790357,23.95078403,82.39840658
3658.585482,27.77654864,Air,35.91646934,3.827836697,48.38851542,141.5415552
3867.788216,20.66436374,Air,24.45494851,7.541306632,63.54139933,66.98897835
416.5210261,44.49433432,Land,37.64219339,2.993070259,6.193191063,161.2379594
1824.405356,6.155636786,Land,22.19153373,2.785518563,71.20805669,29.99624815
623.5518446,97.86019923,Air,47.21611509,8.756267914,46.45752065,128.7526979
4322.361958,59.04913886,Land,14.76590469,6.54358565,3.842347351,163.4429952
3135.325728,55.91673312,Sea,5.329762583,9.901204465,22.6081607,135.4475467
1687.945223,65.75172985,Land,21.21055465,2.212027087,63.80965072,142.2620033
364.6138339,49.95385295,Land,26.46032417,4.205155665,42.92881951,109.9379015
1589.362492,3.690319951,Air,17.40740539,3.800920346,20.68001044,116.2160795
1659.657444,61.42497324,Land,12.38721453,8.921190139,67.71561008,22.51975339
3661.550583,71.75930076,Air,32.5867585,3.29766868,56.68218507,57.65259793
3205.909483,41.96653153,Sea,18.72487969,4.181148979,52.95877172,147.1664619
4441.703076,75.85090942,Land,30.67432087,2.285504881,63.96675264,189.6300702
2387.46388,23.08662928,Land,37.61635808,7.978608844,55.42415602,112.9383819
641.9915174,22.51702081,Air,36.7671235,3.139329556,20.64516143,147.8623531
3580.561697,16.56099027,Air,18.6395376,1.61488245,42.03979744,139.8801754
3815.885991,37.5134786,Land,27.69121676,4.915978594,60.64460408,199.883021
2828.322128,84.77769752,Air,22.13393655,4.523123116,13.02106368,161.0508434
3866.287541,82.87725018,Land,41.92784688,2.598482839,11.73767612,129.2529934
2494.288202,38.59100869,Sea,42.30164855,2.202378039,11.44628983,31.88026999
2637.527505,59.11731423,Land,17.1558544,9.06901492,13.98637978,78.90578114
2166.328041,72.22122349,Sea,5.31166005,1.610600379,7.432618724,57.63280155
175.8246774,24.50007408,Sea,8.876376716,1.89379861,60.30928944,172.1983703
584.0625636,17.23003805,Air,18.24908188,3.20542553,58.91891187,94.77287265
205.5744691,97.22355132,Air,27.51974787,9.575552707,10.89856741,111.7069367
3200.231536,61.94695266,Air,31.86898952,1.768458246,50.79867672,193.3164269
1606.062106,98.15086432,Air,16.57443918,8.344133441,45.14224026,168.9699223
2567.424921,34.10672072,Land,32.37245862,9.02846938,19.88598712,160.0658494
4542.454046,70.45165415,Sea,45.07377923,4.400809673,16.37052723,37.02173434
1283.996534,22.64906184,Land,31.64466398,3.645049598,18.04218158,14.32600024
2081.395469,26.48941704,Sea,8.452565784,7.096399554,52.60540378,33.85418761
3789.978136,51.43426107,Sea,28.24443891,7.323711405,22.99082878,150.6538328
1182.550919,32.30200349,Sea,26.46908929,8.019794465,20.01306799,88.03638157
431.0505537,17.1783456,Land,41.92290521,8.475101032,1.618639191,32.31922141
1484.269692,26.65662985,Air,17.4642436,3.415559104,65.39302755,150.4137057
848.0453719,4.056965249,Land,20.87844367,7.182654417,54.1946984,46.97096624
4652.003379,70.59015034,Sea,29.13697561,2.214151519,34.04042466,121.9182288
4050.195879,49.46560738,Land,25.64798965,5.596581984,67.89073827,150.8931359
3185.348595,9.877185107,Sea,34.79377984,6.515982249,21.13431925,125.5315187
4363.729921,17.58355232,Air,2.898282573,2.45558743,48.57876311,198.7909428
4028.176781,10.70218654,Air,27.4852529,1.688558857,21.97082719,92.49091691
973.5217915,61.45298442,Land,6.718578971,2.752716576,22.64921464,69.24296665
4468.167043,9.873931179,Air,15.81482265,4.785298731,60.81906,48.22736922
2719.744097,75.55109214,Sea,32.09646249,8.9905688,56.66558065,105.7181299
4046.828768,2.540836472,Sea,8.398467428,5.787229821,21.17573501,171.9711886
4485.651935,25.31289091,Air,15.51556627,7.736436026,5.860045128,189.9138861
1624.117201,89.12133425,Air,34.04130469,2.567300755,25.74605805,194.6904259
594.7570264,71.99386615,Air,31.5878464,1.953803782,54.72414255,110.9618843
1178.279055,7.760349126,Land,5.278864453,3.156556219,7.239194005,124.9994657
2164.183554,82.2020474,Land,28.13161919,3.824923715,48.39126226,120.4925553
4099.173091,49.55699459,Sea,7.92095971,5.932918169,64.06295471,98.53475512
4310.616387,84.7549112,Land,12.8567548,8.931189883,12.9043552,38.92556472
84.41304613,60.27360756,Land,22.5829301,4.834833551,62.07871135,22.43715049
2578.199148,68.34238669,Sea,6.139300695,5.669183691,3.698199537,92.96120018
2116.184466,99.35340526,Sea,47.70140749,1.041521824,48.01537858,45.3718621
1149.433662,23.61738682,Air,8.77236937,1.299808566,56.95480227,178.4638316
643.3335683,62.58258469,Air,37.72169354,1.753922799,32.02316047,154.7229895
1721.195098,46.30197831,Land,40.00242572,7.290946769,14.66846603,127.4972738
4717.403034,4.425469316,Sea,47.73980659,5.375722319,66.58052392,19.00827527
1649.854514,1.93982883,Land,21.14670124,2.736650787,1.437758539,128.2266287
2618.013578,12.36324349,Land,42.08244245,6.333394948,39.9651285,128.0031478
3529.943847,65.08462818,Sea,46.00435363,5.901509366,26.84515743,93.45013897
1849.966532,56.93272725,Sea,9.12602481,1.799193716,33.19611807,134.9730683
4860.321309,55.56624134,Sea,23.53349619,6.763714954,38.63268405,173.0037609
4814.11411,3.669747872,Sea,3.820508486,7.904393854,38.5019008,154.0175022
1296.322364,47.19564814,Land,30.17402857,3.578989669,14.66090379,99.95249855
2511.380104,92.49997038,Land,28.32608937,7.187399758,48.93856725,59.83405468
1539.347634,40.060391,Land,10.59393538,2.797475653,1.378676966,100.7890863
1459.960447,62.67978574,Sea,38.50142967,7.810559323,1.525254783,189.7344588
232.5903894,78.09195822,Air,2.75162997,9.205967522,34.45108857,165.7974462
3067.343453,78.50056527,Land,38.89268423,4.976804114,39.01700738,15.13754105
2538.261165,52.1683682,Air,2.252328685,3.201598704,19.79204268,158.7630177
304.8198187,85.86621857,Air,31.87095417,4.59259032,39.72063842,42.4059512
1429.299998,39.44212029,Air,4.702167154,3.250697254,37.15986477,118.5111533
4545.916136,88.92497487,Sea,12.80759941,1.011154382,25.14387994,163.2383322
1235.831359,24.40260306,Sea,34.92992742,6.854109506,46.92777383,116.6448004
767.2296169,28.3815325,Land,14.17902558,1.382739778,68.97147959,86.73353794
2472.791163,5.785502108,Land,25.02517089,2.893516662,35.337794,71.04085099
4928.969748,79.66039274,Sea,44.01666867,7.502046005,56.59565467,67.96904571
1248.173594,41.99699601,Sea,3.33281464,6.991525125,17.82695258,169.1112258
3377.07096,23.29710308,Air,39.12075031,1.659960208,54.86044273,166.7596706
3820.017096,23.56313262,Sea,4.067783933,6.94049267,46.72122872,166.4415632
1226.305843,90.18929415,Sea,6.959357684,9.375174006,46.05824015,63.71851235
3654.670926,83.47470175,Sea,6.607997883,1.670522221,64.29854451,161.7943765
1870.526507,55.57632309,Sea,47.72280731,4.741194049,16.80121836,16.9606199
3179.913861,61.80302464,Air,9.468757009,7.564905011,26.52840843,49.22668978
3185.972068,47.69539427,Land,43.14780677,7.009507029,5.980856905,107.755568
2702.084686,39.47082102,Air,47.57381166,3.038594882,52.28063833,87.28177089
496.9343618,91.58994968,Sea,19.03788421,2.467605497,60.75844454,31.2587688
4184.747353,12.998464,Sea,30.65928155,8.058223036,29.22001226,17.92688737
1637.861322,42.13545558,Land,37.61728893,9.606201897,25.69153093,126.1225159
973.2666265,34.78390984,Land,19.45431885,7.908251208,47.42293362,69.56144392
251.8369507,50.06599666,Land,8.605264603,9.66884034,5.442513177,13.03272875
2974.920069,46.03437152,Air,21.38684896,6.444958817,21.15661652,91.86997975
3403.943591,52.1295084,Land,37.27871932,9.361889746,26.36732149,68.28575207
132.1097532,14.42193823,Sea,37.69584985,7.213921251,37.33850045,119.5553965
2584.860639,51.5575794,Sea,11.83532323,9.179962752,34.3129838,186.6646524
1171.154087,24.62067198,Sea,9.223385075,2.454300712,15.02499044,68.49460386
3243.605313,18.84096922,Air,44.266353,8.340086942,38.93672692,199.4559385
913.1138236,6.951004769,Land,3.067954436,2.770712209,66.66254574,26.34852099
3470.141804,76.3839296,Land,35.53270836,1.246861918,1.950328101,26.77285105
1964.339964,43.03047113,Land,3.181805116,5.658275206,48.98207321,145.4623878
4686.813444,62.85104649,Land,40.38130239,3.864266025,44.97904996,152.2400439
730.7286735,72.89553766,Sea,43.55449623,1.391782256,66.55874074,90.34552711
1738.278438,68.0920082,Air,14.97869884,9.822739409,46.46483571,64.34904336
611.6939301,47.31482155,Land,4.474975245,6.998194859,44.9886753,160.8603938
4627.23341,39.09590363,Sea,23.59217321,9.116309559,55.42600753,191.6853995
4392.829799,37.90801101,Sea,15.02776273,9.991743273,19.28202832,198.0813597
1326.811057,64.18485529,Air,20.60539871,4.52770063,42.8927229,130.5462752
3316.921028,49.73203832,Land,32.25431631,3.292633259,37.39831987,150.6217991
4095.249891,84.98865867,Air,10.86182369,2.654959534,31.57002048,166.2268531
2798.244017,87.53284744,Land,17.77672377,5.63668397,5.723076051,161.7852654
2671.770363,17.47075761,Air,37.78043704,6.454726998,21.06927778,198.7445375
1247.16884,14.05524833,Land,31.25681165,5.251804624,20.15868341,163.9820519
510.8587006,63.22489214,Land,16.33494808,4.485268134,52.14606892,135.8887616
4491.218002,30.47196193,Air,32.22217521,2.514453071,66.28724174,81.48102854
4507.069383,2.347786517,Land,36.96970738,4.976736614,16.61668005,123.6174552
3183.852214,88.9199456,Air,28.8468223,1.767188234,5.3729236,177.2682956
1728.197466,23.07662634,Air,12.25635113,8.78542983,71.99690071,68.04121195
1778.587394,92.96342484,Land,1.011528654,1.422123869,49.76678377,15.82398544
3643.48061,71.88472786,Land,38.73390803,4.425814556,63.82590098,72.16461948
4490.695787,76.38402225,Air,39.6637771,1.901240821,10.35931794,192.4437112
4441.0778,20.54541883,Sea,33.78741157,7.974824495,57.65529896,160.8728385
3910.383952,23.80234535,Air,4.599303774,3.814632809,58.55930971,45.55657733
3228.056648,52.36614151,Sea,28.50544751,2.017950514,10.90720267,12.28018542
466.4928267,17.62393534,Sea,39.58797155,5.78342169,11.62110097,137.1326888
850.0621348,30.89045342,Air,19.31441105,9.246493065,21.27248756,120.0116575
4497.843233,32.48551656,Air,10.30603451,9.17780384,15.60869623,25.76657638
3051.823845,16.38317836,Air,28.61848297,3.24685937,70.22951338,193.539321
95.5254055,20.91569192,Sea,39.83641148,7.476937084,26.13195602,127.3807088
552.2841372,78.96090828,Air,3.296888059,1.272557736,54.81406165,133.7889864
3334.333757,17.13598753,Air,29.05670721,2.186666169,57.96365785,172.183581
75.05484004,3.331510488,Land,31.22916838,5.495251333,27.78774388,74.04202104
845.9998545,63.12081679,Land,29.31125085,3.05880791,49.14615991,116.0680671
2766.232257,97.61032038,Land,31.55158316,8.184356686,7.761610144,119.4757821
3474.881229,33.45577456,Air,30.67463946,9.379649548,28.58126771,193.7975559
3277.208235,12.30624247,Air,7.128982594,1.038999848,69.64636753,34.98243491
1160.133082,57.25353887,Air,12.04202852,3.096242466,12.13420708,154.1934837
3575.287146,90.682244,Sea,30.09271825,4.955980115,27.77121394,119.2787296
1224.382983,78.51414709,Sea,1.831578573,6.067713595,56.91754871,170.6220161
1660.728506,62.44032891,Land,30.83299238,9.243124998,47.91047435,168.0708286
3745.132455,31.84812141,Sea,32.27317132,9.026951415,45.46933931,12.28575731
3265.68285,54.41707724,Sea,12.24121371,6.734530895,61.43453707,58.72638801
4253.655882,9.57886171,Sea,29.112243,3.316492127,2.094756698,44.35529515
3305.183817,68.05506972,Land,26.10223285,8.049590289,55.52383451,97.72502308
2863.127587,72.64705388,Land,13.25250276,2.823865942,63.54353082,182.0046178
513.6901007,96.52064648,Sea,22.75977856,9.686550917,1.16456238,10.95115077
1870.193225,26.4095372,Air,43.75235288,1.052559242,40.24533248,102.7564754
1362.75172,2.336413695,Land,21.05033068,6.127934535,25.09837094,178.1107527
1257.748735,54.78804221,Sea,30.60267631,1.795575222,3.654915035,185.9803628
4866.402246,70.82565519,Air,2.661488589,4.668395772,30.07786459,134.8867346
1995.833737,79.14554385,Air,4.656605326,6.714401863,46.37017016,167.6529366
4465.630448,19.77702384,Land,4.821479445,7.20638646,66.16898147,71.5729569
3174.136199,26.54441047,Air,37.57731589,8.070125227,44.67819503,64.33229928
3984.315953,51.50279706,Land,17.46207406,6.339949325,61.68550187,19.33273295
2538.053611,33.39478059,Sea,11.69774935,3.261874162,8.753148481,105.6084984
2905.674229,86.12089292,Land,36.12425472,9.003279186,15.15752406,96.60808238
2487.962584,47.6391353,Air,8.98812294,8.299966717,69.86108622,80.66394323
1016.45279,80.05807509,Land,12.58514868,2.440470859,63.8928497,31.53347884
3626.137971,58.27166617,Land,21.25377783,8.438600658,16.93634062,53.84500018
1439.823194,77.42246909,Sea,16.57758924,9.753800643,44.71011949,48.69836701
170.3640338,33.60096216,Air,28.51343392,6.734972051,26.10955861,189.3539964
3245.087865,83.22595388,Land,16.8785091,3.536247008,33.73909263,193.6274641
926.6978631,27.8199454,Sea,19.46872689,6.459344481,61.98322673,10.65010492
4705.269993,54.8368314,Sea,41.55567059,4.082815622,52.97130793,42.40410117
4771.946456,21.79370776,Sea,42.57297766,7.083518236,17.16786444,178.868352
4578.578732,47.8148889,Sea,39.90242597,5.903199635,22.75150138,17.28461609
1882.285566,32.15843335,Sea,41.64705384,9.365415509,20.85915311,189.2557874
126.5102518,27.03699135,Land,27.77724746,6.561176889,56.20772004,82.21228433
4645.176885,96.71500929,Land,31.37296109,2.925835154,35.28636632,112.3502949
2169.511534,16.4273735,Air,27.18713883,7.52598886,68.45215011,155.125728
4834.941354,78.83892083,Land,37.92263995,3.707904861,58.80147676,56.34196729
4819.918887,98.42441347,Air,26.89702283,3.451518577,15.20599902,29.12806149
4272.396805,2.480197632,Air,6.220617334,4.52598963,56.58788127,163.890158
1507.522016,70.0532277,Air,39.05026566,1.107970112,36.437713,197.0790184
1956.233757,25.66472465,Land,36.74750302,9.722265941,18.26712909,135.1678236
4263.126524,4.528538521,Sea,39.55412798,5.790980002,26.15988548,166.792619
1618.763926,40.58751311,Air,9.950184779,7.961445045,69.99308041,188.8493546
888.9890961,93.55417211,Sea,13.76600148,3.320670001,34.84522387,53.43015848
2806.166249,1.67062689,Air,14.90032977,7.719563185,51.81162117,76.57713128
4683.966132,58.99462635,Land,24.8797852,6.104534521,34.35014125,51.61495398
3495.347494,50.38894962,Air,7.292222956,4.817297564,26.75212372,21.73891668
2871.802792,87.40172435,Land,19.1129424,9.736023036,57.34224131,149.1324015
531.0236442,8.858170595,Sea,9.561433571,5.444593427,61.07935333,37.67494469
3094.285772,68.31183997,Land,13.44384751,6.917127237,5.176019928,27.61478541
4950.766558,68.17091499,Sea,34.20021882,1.138079723,20.08638642,77.95062542
743.4158754,67.07346168,Land,41.17612435,3.713096858,36.56671543,21.5056617
2615.731779,94.26228225,Air,2.07657573,8.998224095,22.78783782,44.11608029
4392.996706,82.39720914,Air,27.59715728,7.83063155,56.41797636,23.28882943
3716.804658,4.676286261,Land,2.694808817,5.830786326,8.260801974,176.6827833
3500.227918,47.37274365,Sea,5.006714516,9.101437364,57.44147661,158.1495341
3527.296216,40.09632909,Sea,34.13894963,5.375984619,44.48782204,173.3078135
1829.481199,31.3596485,Sea,35.57358101,6.098563578,20.83447573,174.9829043
1503.279629,45.40800415,Land,39.25709164,4.439375625,24.80073757,189.4567206
4056.33772,38.7273214,Land,23.28935105,6.580360331,13.16873917,45.46436746
4060.061304,43.51722304,Land,41.41095165,3.871013778,18.18528482,181.0017222
4342.007977,97.93655563,Land,8.841399707,4.469429598,51.64335857,109.7573914
4570.540735,9.318980988,Sea,12.73667144,9.696936369,27.06365812,41.58389475
2581.144874,92.26197155,Sea,7.321600937,2.001778118,49.49885799,134.5969416
2532.505659,48.28355299,Land,38.48425125,1.947298107,37.01574296,72.13009922
4001.561136,62.56235343,Land,11.74773056,1.389844175,10.46143797,18.82920071
3267.321457,83.10320518,Sea,8.30902841,3.880400678,35.93308664,24.94311724
3524.736042,36.3660714,Sea,30.28620232,4.584063182,54.4658289,90.50603695
3989.173714,43.32697985,Air,4.622855239,1.850640797,21.43263634,167.0318741
4455.526442,41.24708879,Land,3.110313029,5.942178958,46.66187986,69.09527612
1723.076026,37.78573674,Air,6.015729482,6.249713761,14.33035113,155.563914
1909.135616,92.5901675,Sea,1.011321547,7.759240243,9.77032497,20.59135294
515.2106022,82.97852417,Sea,33.75853725,9.78371305,25.9362814,84.80917524
2912.486698,11.34549899,Land,27.42506012,6.574170226,28.02265875,34.21364817
227.9142553,11.25827357,Air,10.86413012,2.00485726,54.79269339,174.0741837
2354.71019,43.07301673,Sea,11.95123255,1.796718189,33.12567009,193.9082593
2736.090942,10.31640898,Air,39.11552413,7.997921773,5.848912464,71.86698518
1468.379198,62.09976298,Air,24.58554545,6.853007157,45.64796388,197.8839055
2974.62464,14.79731492,Air,33.83083278,2.457229552,33.78623471,152.9384364
200.9762372,52.47613976,Air,22.27950621,3.280239754,23.87831044,10.23444089
234.8735343,1.218384727,Air,12.17274722,7.752163486,57.75975422,102.2016374
4121.872775,32.00133667,Land,46.60893163,6.095402036,11.1157049,168.479121
1832.943675,67.88047701,Land,27.58543548,6.265000563,65.75128877,111.4363224
678.9495376,48.66187455,Air,7.156149477,2.890078042,24.0524273,114.4925473
2635.104137,97.83781386,Land,20.08623198,6.661521835,33.18778403,95.06292836
3861.468088,87.47332771,Sea,16.47885836,7.935657359,66.90477568,85.0573852
1118.314086,36.22754251,Air,11.06211102,8.967270029,54.80926789,15.20538399
3133.307855,5.025910876,Land,44.87167949,7.630455923,5.349775234,128.1292816
472.4699517,84.63981686,Land,42.40323979,6.187380859,41.63737383,155.6780039
305.8245198,91.16781388,Sea,10.35991448,7.059333765,22.34612676,160.1337902
2680.205426,82.15242565,Sea,17.55095079,5.366003163,36.61115399,128.6808666
2726.143852,13.23101912,Sea,36.82882341,3.042084188,53.493771,74.84267743
3205.278012,99.79255587,Sea,10.79978426,8.939862755,35.7244498,14.29583701
3644.152102,26.22913004,Air,28.80354854,5.793603699,5.11357514,180.198114
4880.467793,72.55838882,Land,33.89031528,6.3488648,38.15859734,91.51878149
2605.686724,90.8494702,Land,31.73669931,9.910980224,1.737335992,124.2233352
1648.634541,23.95086788,Sea,34.20120609,9.865141104,25.08547373,46.96565428
3986.171664,90.87172619,Land,34.21488068,6.276798865,34.41819765,36.97158641
1390.619644,31.29341713,Land,46.34587823,1.305615358,46.41649656,26.49536543
2222.908532,97.65311563,Land,17.28544781,4.565327842,36.44688871,161.765389
438.3590876,28.48537203,Sea,42.29374995,9.43563952,10.94017036,132.8275355
175.4861799,95.36686456,Land,2.024931938,3.594759331,67.11966461,128.0202592
4815.109653,5.827692764,Land,14.54553928,9.993418167,46.82157644,184.6855721
4188.101597,71.07256516,Land,3.286821754,1.758857742,22.82168053,40.15532545
3495.07232,53.44505782,Air,31.60658612,6.113027629,69.54765805,42.35117684
2074.317075,48.04876917,Air,5.737147424,5.639044242,63.54558786,45.99913841
907.8068844,22.73768427,Land,40.74822259,3.29817622,10.33128638,90.44019175
824.3633612,70.70678108,Land,31.38980914,9.537464176,47.19089485,176.1021297
1288.702346,19.4855444,Land,2.35432385,6.57254089,40.32500055,177.480084
2768.67199,55.5077587,Land,34.59453618,3.072054551,13.88224245,122.2116699
3587.249817,25.69791362,Land,41.51564252,4.456433781,16.81021012,135.0471506
3317.977015,95.58432729,Land,32.07268736,7.491064842,40.5917117,180.5748453
1435.67279,3.348803787,Air,2.434638149,3.679270414,23.13275647,128.6016015
4776.583139,20.37296387,Sea,41.32221878,8.916455819,60.10786304,53.66193879
3702.589738,24.60990534,Land,35.42580391,2.491065082,7.037224942,143.933673
2794.05256,41.69974866,Land,18.78721169,3.380545809,65.81021567,156.2792471
3078.017694,23.65665907,Land,16.44562214,2.30408752,60.51978353,130.7154784
2127.020309,49.38923448,Sea,23.55154853,1.937609549,53.18089078,61.97819805
1276.268398,87.31031956,Land,41.75378229,3.702838811,18.90484207,85.98439142
1812.064759,71.35031043,Land,12.84678954,9.992608717,51.47696564,99.41255745
3801.338247,58.20621706,Sea,5.745299128,1.848964719,31.59142413,37.60669945
121.2477687,9.355816209,Land,41.63790953,2.917019727,45.6305686,95.92241835
624.5595705,69.55221478,Sea,2.235622897,3.444551192,22.50391804,40.62751043
277.713078,17.05822129,Sea,43.81686005,6.57216716,60.18176547,104.8958314
251.6075715,78.7435549,Land,15.37002413,7.708111268,2.921479151,19.65404413
4284.529891,25.38064747,Air,24.88646698,7.767403074,49.78510176,190.2209835
3533.106404,41.99634847,Air,7.217889663,1.077723837,59.66144931,56.80552421
2397.160454,35.37178513,Land,43.40598356,6.866654129,46.54282429,98.73271887
534.2790952,85.95198451,Sea,36.2423025,6.676631914,13.82340831,16.22291354
2483.498582,13.09117364,Sea,44.43531257,5.658892137,20.51861614,46.61708922
2393.685265,56.7816658,Sea,33.1117654,4.412877053,37.0731812,141.7165484
907.3492561,14.63513014,Land,9.680607507,8.176997777,23.72033299,31.2421146
2197.565664,70.6271857,Air,15.48854914,4.094927159,0.353982363,129.3483406
2022.598435,90.55527372,Sea,23.88188303,3.070110449,2.928824096,10.39308937
3098.457985,43.74346156,Sea,29.54113565,3.790856571,55.27932703,98.3517719
3193.713572,49.0651799,Land,44.54359355,4.956831254,6.026917081,147.0552917
274.2548484,92.77857223,Air,19.04571889,2.926516492,66.81757361,185.995644
1904.332442,52.33864317,Air,34.04438503,6.468141216,31.8770241,103.6388735
3148.006583,49.01604459,Land,46.1674159,8.957882823,54.58943796,169.7011693
2540.52448,58.04374572,Air,8.161580981,6.359141117,9.036330917,162.4923574
4289.624714,69.07835877,Land,41.54735067,5.020014767,66.70853425,66.19644764
3310.533477,11.13489582,Sea,20.77318531,8.171818896,2.434235749,176.1993885
